OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-UT,USGS Utah Water Science Center,USGS-400537111380401,(D- 8- 3)29add- 1,Well,,16020202,,,,,40.0935664,-111.6351994,,10,seconds,Interpolated from MAP.,NAD83,4710,feet,50,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19740406,260,ft,260,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400537111401201,(D- 8- 2)25bcd- 1,Well,,16020202,,,,,40.093566,-111.6707577,24000,10,seconds,Interpolated from MAP.,NAD83,4612,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19740820,394,ft,394,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400537111444401,(D- 8- 2)29bcd- 2,Well,,16020202,,,,,40.0943985,-111.7457635,24000,1,seconds,Interpolated from MAP.,NAD83,4512,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19520707,166,ft,166,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400539111345701,(D- 8- 3)27adc- 1,Well,,16020202,,,,,40.0941225,-111.5832509,24000,1,seconds,Interpolated from MAP.,NAD83,4820.5,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,49,49,,Valley Fill,Unconfined single aquifer,19890630,188,ft,222,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400540111345701,(D- 8- 3)27adc- 2,Well,,16020202,,,,,40.0944003,-111.5832509,24000,1,seconds,Interpolated from MAP.,NAD83,4820.6,feet,0.5,feet,Level or other surveyed method.,NGVD29,US,49,49,,Valley Fill,,1989,395,ft,425,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400540111363901,(D- 8- 3)28bdc- 1,Well,,16020202,,,,,40.0944,-111.6115864,24000,1,minutes,Interpolated from MAP.,NAD83,4746,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19610820,395,ft,400,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400540111374801,(D- 8- 3)29bdc- 1,Well,,16020202,,,,,40.0943998,-111.6307546,24000,10,seconds,Interpolated from MAP.,NAD83,4720,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19771108,320,ft,325,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400540111403001,(D- 8- 2)25bcc- 1,Well,,16020202,,,,,40.0943993,-111.675758,,1,minutes,Interpolated from MAP.,NAD83,4590,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19460101,309,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400540111405401,(D- 8- 2)26adb- 1,Well,,16020202,,,,,40.0943992,-111.6824253,,1,minutes,Interpolated from MAP.,NAD83,4590,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19590101,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400540111435301,(D- 8- 2)28bcc- 5,Well,,16020202,,,,,40.0943987,-111.7321514,,1,minutes,Interpolated from MAP.,NAD83,4527,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19520101,160,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400541111342601,(D- 8- 3)26bcd- 1,Well,,16020202,,,,,40.0946781,-111.574639,24000,1,seconds,Interpolated from MAP.,NAD83,4965.6,feet,0.5,feet,Level or other surveyed method.,NGVD29,US,49,49,,Valley Fill,,1989,236,ft,241,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400541111415401,(D- 8- 2)27aca- 1,Well,,16020202,,,,,40.0946768,-111.6990932,24000,10,seconds,Interpolated from MAP.,NAD83,4546,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19771019,345,ft,350,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400542111434601,(D- 8- 2)28bcb- 1,Well,,16020202,,,,,40.0949543,-111.7302068,24000,10,seconds,Interpolated from MAP.,NAD83,4528,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19720620,340,ft,361,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400543111364501,(D- 8- 3)28bcd- 2,Well,,16020202,,,,,40.0952778,-111.6125,24000,0.5,seconds,Interpolated from MAP.,NAD83,4740,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range basin-fill aquifers,Valley Fill,,20020522,1005,ft,1005,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400543111400901,(D- 8- 2)25bca- 1,Well,,16020202,,,,,40.0952327,-111.6699243,24000,1,seconds,Interpolated from MAP.,NAD83,4610,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19781019,246,ft,280,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400544111355000,(D- 8- 3)28add- 1,Well,,16020202,,,,,40.0955112,-111.5979742,,5,seconds,Interpolated from MAP.,NAD83,4755,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19710101,295,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400544111364101,(D- 8- 3)28bcd- 1,Well,,16020202,,,,,40.0955111,-111.612142,,1,minutes,Interpolated from MAP.,NAD83,4749,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,1934,410,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400544111401600,(D- 8- 2)25bcb- 1,Well,,16020202,,,,,40.0955104,-111.6718689,,5,seconds,Interpolated from MAP.,NAD83,4600,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730101,220,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400544111421000,(D- 8- 2)27bda- 1,Well,,16020202,,,,,40.0955101,-111.703538,,5,seconds,Interpolated from MAP.,NAD83,4545,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19710101,305,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400547111365800,(D- 8- 3)29ada- 1,Well,,16020202,,,,,40.0963444,-111.6168646,,5,seconds,Interpolated from MAP.,NAD83,4735,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19710101,287,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400549111363601,(D- 8- 3)28bdb- 1,Well,,16020202,,,,,40.0969,-111.610753,24000,10,seconds,Interpolated from MAP.,NAD83,4750,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19760211,295,ft,295,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400549111371000,(D- 8- 3)29aac- 2,Well,,16020202,,,,,40.0968999,-111.6201982,,5,seconds,Interpolated from MAP.,NAD83,4730,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19710101,280,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111362401,(D- 8- 3)28abc- 1,Well,,16020202,,,,,40.0971778,-111.6074194,24000,1,minutes,Interpolated from MAP.,NAD83,4745,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined multiple aquifers,19611024,470,ft,470,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111381201,(D- 8- 3)29bbc- 1,Well,,16020202,,,,,40.0971775,-111.6374217,,1,minutes,Interpolated from MAP.,NAD83,4710,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19520101,23,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111390001,(D- 8- 3)30bdb- 2,Well,,16020202,,,,,40.0971773,-111.650756,,1,minutes,Interpolated from MAP.,NAD83,4591,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19480101,130,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111393001,(D- 8- 2)25ada- 4,Well,,16020202,,,,,40.0971772,-111.65909,,1,minutes,Interpolated from MAP.,NAD83,4590,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19570101,135,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111402401,(D- 8- 2)23bbd- 1,Well,,16020202,,,,,40.0971771,-111.6740913,,1,minutes,Interpolated from MAP.,NAD83,4620,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19660101,374,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111404201,(D- 8- 2)26aad- 3,Well,,16020202,,,,,40.0980104,-111.674369,24000,1,minutes,Interpolated from MAP.,NAD83,4595,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,196110,223,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111440601,(D- 8- 2)29ada- 1,Well,,16020202,,,,,40.0971764,-111.7357627,,1,minutes,Interpolated from MAP.,NAD83,4530,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,500,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111450001,(D- 8- 2)29bcb- 1,Well,,16020202,,,,,40.094954,-111.7502083,24000,1,seconds,Interpolated from MAP.,NAD83,4508,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19661216,165,ft,165,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111454201,(D- 8- 2)30bad- 1,Well,,16020202,,,,,40.0971761,-111.7604865,24000,1,seconds,Interpolated from MAP.,NAD83,4500,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19441202,32,ft,42,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400550111461801,(D- 8- 1)25aad- 1,Well,,16020202,,,,,40.0966205,-111.7696536,24000,1,seconds,Interpolated from MAP.,NAD83,4497,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19530131,104.5,ft,104.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400551111402401,(D- 8- 2)26aad- 4,Well,,16020202,,,,,40.0974548,-111.6740913,24000,5,seconds,Interpolated from MAP.,NAD83,4595,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19870921,360,ft,360,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400552111360600,(D- 8- 3)28abd- 1,Well,,16020202,,,,,40.0977334,-111.602419,,5,seconds,Interpolated from MAP.,NAD83,4750,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19700101,267,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400552111435901,(D- 8- 2)29aac- 1,Well,,16020202,,,,,40.097732,-111.7338181,24000,10,seconds,Interpolated from MAP.,NAD83,4526,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19751109,173,ft,194,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400553111403000,(D- 8- 2)26aad- 1,Well,,16020202,,,,,40.0980104,-111.675758,24000,5,seconds,Interpolated from MAP.,NAD83,4590,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19710405,240,ft,240,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400553111431701,(D- 8- 2)28bad- 2,Well,,16020202,,,,,40.0980099,-111.7221506,,1,minutes,Interpolated from MAP.,NAD83,4535,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19520101,500,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400553111450201,(D- 8- 2)30aaa- 1,Well,,16020202,,,,,40.0980096,-111.7513195,24000,10,seconds,Interpolated from MAP.,NAD83,4510,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19760828,152,ft,173,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400554111402600,(D- 8- 2)26aaa- 1,Well,,16020202,,,,,40.0982882,-111.6746469,,5,seconds,Interpolated from MAP.,NAD83,4600,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19720101,218,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400554111442200,(D- 8- 2)29abb- 1,Well,,16020202,,,,,40.0982875,-111.7402075,,5,seconds,Interpolated from MAP.,NAD83,4520,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19740101,176,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400554111463101,(D- 8- 1)25aba- 1,Well,,16020202,,,,,40.0982871,-111.7760427,,1,minutes,Interpolated from MAP.,NAD83,4498,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19440101,173,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400555111401600,(D- 8- 2)13ccc- 1,Well,,16020202,,,,,40.1160659,-111.6718687,,5,seconds,Interpolated from MAP.,NAD83,4560,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19720101,190,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400555111405401,(D- 8- 2)26abb- 3,Well,,16020202,,,,,40.0985659,-111.6824252,,1,minutes,Interpolated from MAP.,NAD83,4579,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19460101,371,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400555111423301,(D- 8- 2)27bba- 2,Well,,16020202,,,,,40.0985656,-111.7099274,24000,1,seconds,Interpolated from MAP.,NAD83,4542,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined single aquifer,1970,15,ft,15,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400555111435301,(D- 8- 2)29aaa-10,Well,,16020202,,,,,40.0985653,-111.7321513,24000,1,seconds,Interpolated from MAP.,NAD83,4529,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined single aquifer,,14,ft,14,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400555111435701,(D- 8- 2)29aaa-11,Well,,16020202,,,,,40.0985653,-111.7332625,24000,1,seconds,Interpolated from MAP.,NAD83,4529,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,Unconfined single aquifer,,15,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400555111435901,(D- 8- 2)29aab- 5,Well,,16020202,,,,,40.0985653,-111.7338181,24000,1,seconds,Interpolated from MAP.,NAD83,4525,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,195607,176,ft,176,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400555111450301,(D- 8- 2)30aaa- 3,Well,,16020202,,,,,40.0985651,-111.7515973,24000,10,seconds,Interpolated from MAP.,NAD83,4510,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19770319,150,ft,150,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400555111450501,(D- 8- 2)30aaa- 2,Well,,16020202,,,,,40.0985651,-111.7521528,24000,10,seconds,Interpolated from MAP.,NAD83,4510,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19770305,147,ft,147,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400556111403901,(D- 8- 2)26aab- 1,Well,,16020202,,,,,40.0988437,-111.6782582,24000,10,seconds,Interpolated from MAP.,NAD83,4591,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19760801,215,ft,225,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400556111410001,(D- 8- 2)26baa- 1,Well,,16020202,,,,,40.0988436,-111.684092,24000,10,seconds,Interpolated from MAP.,NAD83,4578,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19731105,390,ft,390,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400556111412800,(D- 8- 2)26bbb- 1,Well,,16020202,,,,,40.0988435,-111.6918704,,5,seconds,Interpolated from MAP.,NAD83,4560,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730101,260,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400556111430101,(D- 8- 2)28aba- 1,Well,,16020202,,,,,40.0988433,-111.7177058,24000,10,seconds,Interpolated from MAP.,NAD83,4538,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19770527,235,ft,235,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400557111351601,(D- 8- 3)27bad- 2,Well,,16020202,,,,,40.0991224,-111.588529,24000,1,seconds,Interpolated from MAP.,NAD83,4772.4,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19891206,468,ft,475,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400557111410901,(D- 8- 2)28bab- 1,Well,,16020202,,,,,40.0991214,-111.6865922,24000,10,seconds,Interpolated from MAP.,NAD83,4573,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19750916,386,ft,386,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400557111411001,(D- 8- 2)26bab- 3,Well,,16020202,,,,,40.0991214,-111.68687,,1,minutes,Interpolated from MAP.,NAD83,4572,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19590101,388,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400557111434901,(D- 8- 2)29aaa- 7,Well,,16020202,,,,,40.0991209,-111.7310401,24000,5,seconds,Interpolated from MAP.,NAD83,4530,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19570904,390,ft,390,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400558111351601,(D- 8- 3)27bad- 1,Well,,16020202,,,,,40.0994002,-111.588529,24000,5,seconds,Interpolated from MAP.,NAD83,4778.5,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19890818,276,ft,277,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400558111354501,(D- 8- 3)27bbb- 1,Well,,16020202,,,,,40.0994001,-111.5965852,24000,10,seconds,Interpolated from MAP.,NAD83,4748,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19780330,254,ft,254,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400559111451301,(D- 8- 2)30aab- 1,Well,,16020202,,,,,40.0996762,-111.7543752,24000,10,seconds,Interpolated from MAP.,NAD83,4508,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19760925,152,ft,173,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111343601,(D- 8- 3)23ccd- 1,Well,,16020202,,,,,40.1021782,-111.5754724,24000,1,seconds,Interpolated from MAP.,NAD83,4960,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined single aquifer,19610907,265,ft,265,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111370001,(D- 8- 3)29aaa- 1,Well,,16020202,,,,,40.0999555,-111.6174202,24000,10,seconds,Interpolated from MAP.,NAD83,4735,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19741130,289,ft,289,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111371000,(D- 8- 3)29aab- 1,Well,,16020202,,,,,40.0999554,-111.6201982,,5,seconds,Interpolated from MAP.,NAD83,4730,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730101,180,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111390601,(D- 8- 3)19ccd- 1,Well,,16020202,,,,,40.1016218,-111.6496449,,1,minutes,Interpolated from MAP.,NAD83,4590,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,18900101,25,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111391201,(D- 8- 3)30bcb- 1,Well,,16020202,,,,,40.0955106,-111.653534,,1,minutes,Interpolated from MAP.,NAD83,4591,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19580101,184,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111400001,(D- 8- 2)25aaa- 1,Well,,16020202,,,,,40.0999549,-111.667424,,1,minutes,Interpolated from MAP.,NAD83,4590,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19400101,180,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111400101,(D- 8- 2)25aaa- 2,Well,,16020202,,,,,40.0999549,-111.6677019,,1,minutes,Interpolated from MAP.,NAD83,4589,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19500101,265,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111404801,(D- 8- 2)26aaa- 2,Well,,16020202,,,,,40.0999548,-111.6807584,,1,minutes,Interpolated from MAP.,NAD83,4600,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19490101,224,ft,22400,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111414201,(D- 8- 2)27aaa- 2,Well,,16020202,,,,,40.0999546,-111.6957596,,1,minutes,Interpolated from MAP.,NAD83,4556,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19420101,348,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111424201,(D- 8- 2)27baa- 2,Well,,16020202,,,,,40.0999544,-111.7124276,,1,minutes,Interpolated from MAP.,NAD83,4539,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19540101,275,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111460001,(D- 8- 2)20ddc- 1,Well,,16020202,,,,,40.0999542,-111.7340959,,1,minutes,Interpolated from MAP.,NAD83,4528,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19550101,207,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111581001,(C- 8- 1)20cdb- 2,Well,,16020201,,,,,40.1005073,-111.9702175,24000,1,seconds,Interpolated from MAP.,NAD83,4620,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Paleozoic Erathem,,19670127,345,ft,345,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400600111581801,(C- 8- 1)20cdb- 1,Well,,16020201,,,,,40.0999518,-111.9724399,,1,minutes,Interpolated from MAP.,NAD83,4614,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19451111,205,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400601111360800,(D- 8- 3)28aba- 1,Well,,16020202,,,,,40.1002334,-111.6029746,,5,seconds,Interpolated from MAP.,NAD83,4747,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19700101,270,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400601111423001,(D- 8- 2)22cdc- 1,Well,,16020202,,,,,40.1013434,-111.704927,24000,5,seconds,Interpolated from MAP.,NAD83,4545,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19350501,620,ft,620,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400602111581201,(C- 8- 1)20cdb- 4,Well,,16020201,,,,,40.1005073,-111.9704953,24000,1,seconds,Interpolated from MAP.,NAD83,4620,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,,225,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400602111581202,(C- 8- 1)20cdb- 3,Well,,16020201,,,,,40.1002296,-111.9702175,24000,1,seconds,Interpolated from MAP.,NAD83,4620,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Paleozoic Erathem,,19720717,400,ft,400,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400603111425901,(D- 8- 2)21cdc- 1,Well,,16020202,,,,,40.1007877,-111.7171501,,1,minutes,Interpolated from MAP.,NAD83,4536,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19480101,236,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400603111435101,(D- 8- 2)20ddd- 2,Well,,16020202,,,,,40.1007875,-111.7315957,,1,minutes,Interpolated from MAP.,NAD83,4530,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19480101,412,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400604111424001,(D- 8- 2)21ddd- 1,Well,,16020202,,,,,40.1010655,-111.711872,24000,1,seconds,Interpolated from MAP.,NAD83,4541,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19361005,347,ft,347,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400606111352901,(D- 8- 3)22cdc- 1,Well,,16020202,,,,,40.1016224,-111.5921404,24000,10,seconds,Interpolated from MAP.,NAD83,4756,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19780115,275,ft,275,ft,NWIS
